mol_canonical_id,mol_id,mol_name,smiles
MOL_50d0182e3435,Target_lig_850,Compound_2,C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N
MOL_385a521e6c62,Target_lig_300,Acetyl parmomycin derivative,[C@@H]1([C@@H]([C@H]([C@@H](C[C@@H]1CO)O[C@@H]1[C@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@H]1O[C@H]([C@H]([C@@H]1OCCN(CCc1ccccc1)C(=O)C)O[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)N)O)O)N)CO)N)O)O
MOL_c914a2c59e0f,Target_lig_562,biotin PEO Amine,N=C1N[C@H]2CS[C@H]([C@@H]2N1)CCCCC(=O)NCCOCCOCCN
MOL_3635154379ce,Target_lig_182,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
MOL_98987ae9df57,Target_lig_612,SL3 RNA_ligand9,C1=CC2=C(C=CC(=C2N=C1)SCCO)[N+](=O)[O-]
MOL_d05ef72ed6fe,Target_lig_505,Roseoflavin,CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
MOL_8b9da21a34e2,Target_lig_76,gentamicin_mol,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O
MOL_3282bf89ee9d,Target_lig_454,benzimidazole_analog_rRNA_38,CN1C2=CC(=C(C=C2N=C1C3CCNCC3)Cl)Cl
MOL_0bd234b96215,Target_lig_1175,Lincomycin,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
MOL_7349e207fc4c,Target_lig_434,benzimidazole_analog_rRNA_17,C1CNCCC1C2=NC3=C(N2)C=C(C=C3)C(F)(F)F
MOL_4db9fb3aba21,Target_lig_423,benzimidazole_analog_rRNA_6,C1=CC(=CN=C1)C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-]
MOL_b88c34773b2e,Target_lig_150,Neocarzinostatin_chromophore_derivative_2,c12c(cccc1)[C@]1(C(=O)C=C2)[C@@H](O[C@@H]2[C@@H]1c1c(C2=O)cc2c(c1)cccc2)O[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)CO)O)O)N
MOL_e9dccbf84c6e,Target_lig_1012,ATMND-C2-NH2,CC1=C(C2=C(N=C1C)N=C(C=C2)NCCN)C
MOL_c775998c482b,Target_lig_1040,B9,CCN(CC)CC(=O)NC1=CC=CC2=C1C(=O)C3=C(C4=CC=CC=C4C(=C3C2=O)O)O
MOL_aa8cffea653b,Target_lig_100,"2-N,2-N-dimethylquinoline-2,4-diamine",CN(C)C1=NC2=CC=CC=C2C(=C1)N
MOL_221d28cd7382,Target_lig_79,apramycin,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O
MOL_be8f2f88bfd3,Target_lig_1253,Phenothiazine 5,c1ccc2c(c1)Sc1c(N2CCCN(C)C)cc(cc1)C(=O)C
MOL_7590de9f824a,Target_lig_1169,otc,CN(C1C(=O)C(=C(C2(C1C(O)C1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C
MOL_080302227122,Target_lig_619,SL3 RNA_ligand16,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=C(C=CC5=CC=CC=C54)OC3=O)C=C6C(=O)NC(=S)NC6=O
MOL_b9d25e7e89cd,Target_lig_307,Linezolid,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
MOL_5a4877b96183,Target_lig_358,Bifunctional_aminoglycoside_derivative_6,[C@H]1([C@H]([C@@H]([C@H]([C@@H](C1)N)OC[C@@H](CN(CCCCCCN(C)C[C@H](CO[C@@H]1O[C@@H]([C@H]([C@H]([C@H]1N)O)O)CO)O)C)O)O)O)N
MOL_3281c91a19ca,Target_lig_869,SMN2_compound_11,COc1ncc2n(c1)cc(n2)c1cc2ccc(cc2oc1=O)N1CCNCC1
MOL_07525ecd8c44,Target_lig_183,Rbt203,COC1=CC(=C(C=C1)OCCN=C(N)N)CNCCCCN=C(N)N
MOL_d55c12b55f9b,Target_lig_823,Compound 3,C1=CC(=CC=C1/C=N/N=C(N)N)C2=CC3=C(S2)C=C(C=C3)/C=N/N=C(N)N
MOL_09573982ba09,Target_lig_204,"N,N-dimethyl-3-(2-(trifluoromethyl)-10H-phenothiazin-10-yl)propan-1-amine",CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
MOL_2cef37c4c4b9,Target_lig_152,Neocarzinostatin_chromophore_derivative_5,c12c(cc(cc1)OC)[C@@]1(C(=O)C=C2)C=C[C@@H]2[C@@H]1c1c([C@H]2O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)NC)cc2c(c1)cccc2
MOL_1824be9f7900,Target_lig_288,Perazidoparomomycin derivative 15,[C@H]1([C@H]([C@H]([C@H](O[C@H]1CNCCc1ccc(cc1)F)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_632dd3b310a7,Target_lig_626,Triptycene 2,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)NC1=CC2=C(C=C1)C1C3=CC=C(NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])C=C3C2C2=C1C=CC(NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+])=C2
MOL_fe5d0c5a4526,Target_lig_1017,ADMND-C2-NH2,NCCNc1ccc2c(n1)nc(cc2C)C
MOL_a9bba9cf1079,Target_lig_620,SL3 RNA_ligand17,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
MOL_eea3ec0dd215,Target_lig_224,B-12,[C@@H]1([C@H]([C@H](O)[C@H]([C@@H](C1)N)O)OCCCc1cn(nn1)Cc1cccc(Cn2cc(nn2)CCCO[C@H]2[C@@H](C[C@@H]([C@@H](O)[C@H]2O)N)N)c1)N
MOL_5823f277ebdc,Target_lig_246,B3,CN(C)CCCN=C(C1=CC=C(C=C1)C2=CC=C(O2)C3=NC4=C(N3)C=C(C=C4)C(=NCCCN(C)C)N)N
MOL_1eba3b8e74b4,Target_lig_3,Hygromycin,CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N
MOL_03c4543b2a47,Target_lig_650,Bisamidinium 2a,NC1=NC(N)=[NH+]C(NCCCCNC(=[NH2+])C2=CC=C(C=C2)C(=[NH2+])NCCCCNC2=NC(NCC3=CN(CCCNC4=[NH+]C(N)=[NH+]C(NCCCCNC(=[NH2+])C5=CC=C(C=C5)C(=[NH2+])NCCCCNC5=NC(N)=[NH+]C(N)=N5)=N4)N=N3)=NC(N)=[NH+]2)=N1
MOL_c361f8f50917,Target_lig_1254,"2,6-Diaminopurine",NC1=NC(N)=C2NC=NC2=N1
MOL_8e29cc8d348d,Target_lig_424,benzimidazole_analog_rRNA_7,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-])N
MOL_71cbf68252ca,Target_lig_753,Neomycin_nucleobase_3c,NCC1OC(OC2C(Cn3nnc(c3)Cn3ccc(nc3=O)N)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_a050834a9183,Target_lig_1048,AIZA analog 8,C1CNCCC1N2C=NC(=C2N)C(=O)N
MOL_4b04cb25bdc5,Target_lig_655,DCC 5 (2012),CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](C\C=C\C[C@H](NC(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+]
MOL_1fc1f880660a,Target_lig_704,DPQ8,CCCC(=O)N1CCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=[NH+]1
MOL_7fc616e2e8a5,Target_lig_181,Quinacridone,C1=CC=C2C(=C1)C(=O)C3=CC4=C(C=C3N2)C(=O)C5=CC=CC=C5N4
MOL_6543ab664bea,Target_lig_543,Oxazolidinone 2,COC1=CC=C(C=C1)N2[C@@H]([C@H](OC2=O)COC(=O)CC3=CC=CC=C3)CC4=CC=CC=C4
MOL_c82c0479902a,Target_lig_154,Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
MOL_0968cf5704d2,Target_lig_398,Diamino_piperidinyl_triazine_2,C1[C@H](CN(C[C@H]1N)c1nc(nc(N2C[C@H](C[C@@H](C2)N)N)n1)Nc1ccc(cc1)NC(=O)c1c(cc2c(c1)cccc2)O)N
MOL_8c5f1e656378,Target_lig_367,Neamine mimic_1,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1N)OC)CN)O)N)O)O
MOL_bb1e0005645e,Target_lig_581,NSC121848,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)O)O)O)O)C.[Br-]
MOL_e5bea8b92db0,Target_lig_624,ligand 3-4,O1COc2c1cc(C(=O)N1[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCN)CCCCN)CSSC[C@H](NC(=O)[C@@H]3CCCN3C(=O)c3cc4c(nc3CC)cccc4)C(=O)N[C@@H](C(=O)NCCCN)CCCCN)CCC1)cc2
MOL_33c74aa43fa2,Target_lig_383,DOS,C1[C@@H](N)[C@@H](O)[C@H]([C@@H]([C@H]1N)OCSc1ccnc2c1ccc(c2)C(F)(F)F)O
MOL_80c2ab11701f,Target_lig_1031,Bisantrene,C1CN=C(N1)NN=CC2=C3C=CC=CC3=C(C4=CC=CC=C42)C=NNC5=NCCN5
MOL_52c051a5a62a,Target_lig_547,DOS_der_2,[C@H]1([C@H](OCc2ccc(cc2)CCc2ccc(cc2)CO[C@H]2[C@@H](C[C@H](N)[C@@H](O)[C@@H]2O)N)[C@@H](O)[C@@H]([C@H](C1)N)O)N
MOL_217cba1acb3a,Target_lig_269,Aminoglycoside derivative 20,[C@H]1([C@H]([C@@H]([C@@H](O[C@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@@H]1N)N)O)O[C@H]1OC[C@@H]([C@@H]1OCCNc1ncccc1)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_d31a6444936c,Target_lig_743,Carbazole_analog_21,OC(Cn1c2cc(Br)ccc2c2c1cc(Br)cc2)CNc1ccc(cc1)N1CCOCC1
MOL_0fcfffb000cd,Target_lig_1158,Compd 35,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)N)O)N)C(CC1O)N
MOL_41ea291e50d7,Target_lig_623,ligand 2-4,n1c2c(cc(C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCN)CCCCN)CSSC[C@H](NC(=O)[C@@H]3CCCN3C(=O)c3cc4c(nc3CC)cccc4)C(=O)N[C@@H](C(=O)NCCCN)CCCCN)CC(=O)N)c1CC)cccc2
MOL_d480abed2a2f,Target_lig_218,choro_imidazole_phenothiazine_der,c1cccc2Sc3ccc(cc3N(c12)CCn1cncc1)Cl
MOL_13757853f4a3,Target_lig_827,Compound 7,OC1CN(C1)Cc1ccc(cc1)C1CCN(CC1)C(=O)c1c(C)nc2n1ccs2
MOL_23b627b23868,Target_lig_1114,Azepane aminoglycoside mimic 2,O1[C@H](O[C@@H]2C[C@@H](NCC[C@H]2N)CO)[C@H]([C@@H]([C@H]([C@@H]1CN)O)O)N
MOL_177dd1aa7803,Target_lig_120,biphenyl_derivative,N=C(N)CCCOC1=C=C=C=C=C1C1=C=C=C=C=C1
MOL_9acfb48676e1,Target_lig_711,p-Terphenyl 6b,COC1=CC(CC[NH3+])=C(C(CC[NH3+])=C1)C1=CC(C)=C(C(C)=C1)C1=CC(CC[NH3+])=C(O)C(CC[NH3+])=C1
MOL_230ac8971c7a,Target_lig_1274,Compound1a,Oc1ccc2c(c1)c1c(C)c3c[n+](CCN4CCCCC4)ccc3c(c1[nH]2)C
MOL_d55736944e23,Target_lig_653,DCC 11 (2012),CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC\C=C\CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+]
MOL_43ad56aa9d92,Target_lig_289,Perazidoparomomycin derivative 16,[C@H]1([C@H]([C@H]([C@H](O[C@@H]1CN[C@@H](Cc1ccccc1)C)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_bc480e10f4b5,Target_lig_1035,B4,CC(C)C1=CC2=C(C=C1)N=C3C=CC(=CN3C2=O)C(=O)NCCN(C)C
MOL_6360231558fa,Target_lig_165,Adenine,C1=NC2=NC=NC(=C2N1)N
MOL_df633cc8617c,Target_lig_453,benzimidazole_analog_rRNA_37,CCCCN1C2=CC(=C(C=C2N=C1C3CCNCC3)Cl)Cl
MOL_e50d5979c5c1,Target_lig_312,Puromycin,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O
MOL_71898d30d8c8,Target_lig_651,Bisamidinium 9,NC1=NC(NCCN(CC[NH3+])CC[NH3+])=NC(NCCCCNC(=[NH2+])C2=CC=C(C=C2)C(=[NH2+])NCCCCNC2=NC(NCCN(CC[NH3+])CC[NH3+])=NC(N)=[NH+]2)=[NH+]1
MOL_b8f1db953f01,Target_lig_270,Aminoglycoside derivative 21,[C@@H]1([C@@H]([C@H]([C@H](O[C@H]1CO)O[C@H]1[C@@H]([C@H]([C@@H](C[C@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCNCCC(C)(C)C)O[C@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_db3fa64960a5,Target_lig_1070,Hit S4,CN1C2=C(C(=CC=C2)Cl)C(=N1)CN3CCCCC(C3)N
MOL_fa97c051fa20,Target_lig_260,Aminoglycoside derivative 10,[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1CO)O[C@H]1[C@@H]([C@@H]([C@H](C[C@@H]1N)N)O)O[C@H]1OC[C@H]([C@@H]1OCCNC[C@H]1CNCCC1)O[C@@H]1[C@@H]([C@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_d3236e01ceef,Target_lig_140,Geneticin,CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)O)O)O
MOL_32e1a0734537,Target_lig_738,Aniline_analog_14,CC1=CC(=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O)C
MOL_bfa04ac36e59,Target_lig_1132,Rbt555,NCCCOc1ccc(cc1CNCCC1CCNCC1)c1ccc2c(c1)c(=O)cco2
MOL_5e04f0a2929a,Target_lig_1065,NRAS SAR 24,CC1=CC=C(C=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCN5CCCC5
MOL_9be0036569f8,Target_lig_302,Ether paromomycin derivative 4,[C@H]1([C@@H]([C@H]([C@@H](C[C@H]1CO)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@@H]([C@@H]1OCCN)O)CO)N)O)O
MOL_cc0beaf5ed8f,Target_lig_261,Aminoglycoside derivative 12,[C@H]1([C@H]([C@H]([C@@H](O[C@@H]1CO)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCNc1ccnc2c1cccc2)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_327d6bf48cf2,Target_lig_370,Neamine mimic_4,[C@@H]1([C@@H]([C@@H]([C@H](O[C@@H]1CO)O[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1CN)OC)N)O)N)O)O
MOL_1a1a1ae0f8f7,Target_lig_579,NSC123111,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H](C3=C2COC(=O)N)N4C)OC
MOL_37fef0500345,Target_lig_193,Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
MOL_1cb297b3a4c1,Target_lig_716,B1,NC(=[NH2+])C1=CC=C(N=C1)C1=CC=C(O1)C1=CC=C(O1)C1=NC=C(C=C1)C(N)=[NH2+]
MOL_29ec05ef625e,Target_lig_568,disulfide_der_6,N([C@@H](C(=O)N1[C@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1c(nc2c(cc3c(c2)OCO3)c1)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cc1c(c2)OCO1
MOL_b91c1c64bcf1,Target_lig_749,Carbazole_analog_27,OC(CN(c1ccc(cc1)Br)c1ccc(cc1)Br)CNc1ccccc1C
MOL_733ee3740f3e,Target_lig_220,Butirosin,C1C(C(C(C(C1NC(=O)C(CCN)O)O)OC2C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CN)O)O)N)N
MOL_d4afacef5e45,Target_lig_437,benzimidazole_analog_rRNA_21,C1CNCCC1C2=NC3=C(N2)C=NC=C3
MOL_ef7e20cfe267,Target_lig_447,benzimidazole_analog_rRNA_31,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CC=C(C=C4)I)Cl)Cl
MOL_387aeac8339f,Target_lig_768,Neomycin-4c,NCC1OC(OC2C(Cn3nnc(c3)c3ccc(cc3)C(=O)Nc3cccc(c3)c3csc(n3)NC(=O)C)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_8a2d7aeb4a8b,Target_lig_112,"4-(4,5-bis(azepan-1-ylmethyl)-1H-1,2,3-triazol-1-yl)-1,2,5-oxadiazol-3-amine",C1CCCN(CC1)CC2=C(N(N=N2)C3=NON=C3N)CN4CCCCCC4
MOL_03d7204e6256,Target_lig_694,Clomiphene,CC[NH+](CC)CCOC1=CC=C(C=C1)/C(=C(\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3
MOL_147326d615ad,Target_lig_496,dox,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
MOL_ff4794ff7f99,Target_lig_610,SL3 RNA_ligand7,CC1CCN(CC1)C2=CC=C(C=C2)N
MOL_e131567b6492,Target_lig_389,Acyclic DOS mimic 3_benzyl substituent,C(O[C@@H](CO[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@H]1N)CN)CN)c1ccccc1
MOL_460398962b41,Target_lig_969,Compound3,CCN(CC)CCNC(=O)C1=CC2=C(N1)C=CC(=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)N
MOL_8497aee88605,Target_lig_503,Pyrithiamine,CC1=C(C=CC=[N+]1CC2=CN=C(N=C2N)C)CCO.Br.[Br-]
MOL_59fc9c56a9e6,Target_lig_1077,Hit S12,C1CCCN(CC1)CC2=NC(=NC(=N2)NC3=CC=C(C=C3)F)N
MOL_0e095a7abfc4,Target_lig_622,ligand 4-4,n1c2c(cc(C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NCCCN)CCCCN)CSSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)c4cc5c(nc4CC)cccc5)C(=O)N[C@@H](C(=O)NCCCN)CCCCN)CCC3)c1CC)cccc2
MOL_7c96e0d11102,Target_lig_772,Apramycin-6a,CNC1C(OC2OC(Cn3nnc(c3)CCC(=O)Nc3cccc(c3)c3csc(n3)NC(=O)C)C(C(C2O)O)N)OC2C(C1O)OC(C(C2)N)OC1C(N)CC(C(C1O)O)N
MOL_a998c882ab65,Target_lig_680,Hydroxyellipticine 1a,CC1=C2C=C[N+](CC[NH+]3CCCCC3)=CC2=C(C)C2=C1NC1=C2C=C(O)C=C1
MOL_77366f708302,Target_lig_202,dimethylamino_propyl_phenothiazin_der_2,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)O
MOL_32337e71d4be,Target_lig_1053,NRAS SAR 1,C1CCN(CC1)C2CCN(CC2)CCCNC3=NC(=NC4=CC=CC=C43)C5=NN=C(O5)C6=CC=CC=C6
MOL_df6adbb74333,Target_lig_544,Oxazolidinone 6,C1=CC=C(C=C1)C[C@@H]2[C@H](OC(=O)N2)COC(=O)CC3=CC=CC=C3
MOL_687c558a8b86,Target_lig_1162,Compd 41,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1O)OC1OC(CO)C(C(C1N)O)O)N
MOL_817b68cd4d06,Target_lig_267,Aminoglycoside derivative 18,[C@H]1([C@H]([C@@H]([C@@H](O[C@@H]1CO)O[C@@H]1[C@@H]([C@H]([C@H](C[C@@H]1N)N)O)O[C@@H]1OC[C@H]([C@H]1OCCNCc1cnc(cc1)N)O[C@@H]1[C@@H]([C@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_4e6ff4d95b40,Target_lig_69,ADENOSINE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
MOL_7e7c2d3099a8,Target_lig_720,Anthrathiophenedione 2b,[NH3+]CCNC1=C2SC=CC2=C(NCC[NH3+])C2=C1C(=O)C1=CC=CC=C1C2=O
MOL_d43a8b68d34a,Target_lig_1155,Compd 32,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)O)N)N)C(CC1O)N
MOL_c53d133a30ba,Target_lig_1066,NRAS SAR 25,CC1=CC=C(C=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCCN5CCC6=CC=CC=C6C5
MOL_be31b0ed098c,Target_lig_305,Deoxy fluoro paromomycin,[C@H]1([C@H]([C@@H]([C@@H](C[C@H]1CO)O[C@@H]1[C@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@H]1O)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CN)O)O)N)COF)N)O)O
MOL_cbdf03945870,Target_lig_1168,cmt2,N#CC1=C(O)C2(C(C(C1=O)N(C)C)CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O
MOL_2a86894294b8,Target_lig_364,Neamine derivative_5,[C@H]1([C@@H]([C@H]([C@H](O[C@@H]1CN)O[C@@H]1[C@@H]([C@@H]([C@H](C[C@H]1N)NC(=O)[C@H](CCN)O)OCCN(CCCN)C(=O)[C@H](CCN)O)O)N)O)O
MOL_bc884df8e4d5,Target_lig_762,Neomycin-3a,NCC1OC(OC2C(Cn3nnc(c3)CCC(=O)Nc3cccc(c3)c3csc(n3)NC(=O)c3ccc(cc3)C)OC(C2O)OC2C(O)C(N)CC(C2OC2OC(CN)C(C(C2N)O)O)N)C(C(C1O)O)N
MOL_aa2217122269,Target_lig_451,benzimidazole_analog_rRNA_35,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CC=NC=C4)Cl)Cl
MOL_7a2990c17517,Target_lig_251,Phenyl ether paromomycin derivative 1,[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@H]([C@H]([C@@H]1OCCc1ccccc1)O[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)N)O)O)N)CO)N)O)O
MOL_45b90591f588,Target_lig_616,SL3 RNA_ligand13,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCCO)C(=O)NC
MOL_bd053f9081d7,Target_lig_957,B5,COC1=CC(=CC(=C1O)OC)C2=NC3=C(N2)C=C4C(=C3)NC(=O)N4
MOL_0ea35f0ad12c,Target_lig_1075,Hit S9,C1=CN=CC=C1C2=NC(=NC=C2)NCCCC3=NN=C(S3)N
MOL_38b72f96245f,Target_lig_117,"7-(2-(azocan-1-yl)ethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",N1(CCCCCCC1)CCN1C=NC=2N(C(NC(C12)=O)=O)C
MOL_d992ff649b1b,Target_lig_1156,Compd 33,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(CC2N)O)N)C(C(C1OC1OC(CO)C(C(C1O)O)N)N)O
MOL_90294e313747,Target_lig_169,"2,4-diaminopurine",C1=NC(=NC2(C1=NC=N2)N)N
MOL_16b30685bc7d,Target_lig_1270,Gentamycin,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
MOL_0cc0946eeebe,Target_lig_1136,Rbt605,CN(CCCCOc1ccc(cc1CNCCCN1CCNCC1)c1cc2c(s1)cccc2)C
MOL_ec2a3632c46a,Target_lig_580,NSC154020,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N
MOL_23943d6507f9,Target_lig_551,D_Adenosine,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
MOL_cb35b67885c1,Target_lig_161,CP-theophylline,CN1C2=C(C(=O)N(C1=O)CCC(=O)O)NC=N2
MOL_bc60f75d0b57,Target_lig_1047,AIZA analog 7,C1=CN=CC=C1N2C=NC(=C2N)C(=O)N
MOL_5009e270e14e,Target_lig_664,Ribocil-C,C1C[C@@H](CN(C1)CC2=CN(C=N2)C3=NC=CC=N3)C4=NC(=CC(=O)N4)C5=CC=CS5
MOL_ae0e657ab873,Target_lig_228,Chloramphenicol,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
MOL_31d2c301ce01,Target_lig_186,Rbt428,C1=CC=C2C(=C1)C=C(S2)C3=CC(=C(C=C3)OCCCN)CNCCCCN=C(N)N
MOL_89ed7f587647,Target_lig_448,benzimidazole_analog_rRNA_32,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CC(=CC=C4)I)Cl)Cl
MOL_e8f5730843c5,Target_lig_248,GUANINE,C1=NC2=C(N1)C(=O)NC(=N2)N
MOL_697b388c5901,Target_lig_1225,ethylquinoline_carboxamide derivative 3,NCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)c1cnc2c(c1)cccc2)CSSC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cnc2c(c1)cccc2
